Tanggal;Tavg;RH_avg;RR;ss;ff_avg;DDD_CAR
30-06-2025;28,1;79;2,1;0,4;1;C
01-07-2025;28,7;78;17,9;0;1;C
02-07-2025;28,2;78;0;0;1;C
03-07-2025;28,2;79;13;0;0;C
04-07-2025;28,7;74;0;0;0;C
05-07-2025;29,3;74;0;7,6;1;C
06-07-2025;26,7;83;35,2;6,6;1;C
